Unnamed: 0,regionpsgc,provincepsgc,municipalitycitypsgc,linelist_date,active_cases
567,020000000,023100000,023106000,2020-04-17,1
568,020000000,023100000,023106000,2020-04-18,1
569,020000000,023100000,023108000,2020-04-13,1
570,020000000,023100000,023108000,2020-04-14,1
571,020000000,023100000,023108000,2020-04-15,1
572,020000000,023100000,023108000,2020-04-16,1
573,020000000,023100000,023108000,2020-04-17,1
574,020000000,023100000,023108000,2020-04-18,1
575,020000000,023100000,023108000,2020-04-19,1
576,020000000,023100000,023108000,2020-04-20,1
577,020000000,023100000,023108000,2020-04-21,1
578,020000000,023100000,023108000,2020-04-22,1
579,020000000,023100000,023108000,2020-04-23,1
580,020000000,023100000,023108000,2020-04-24,1
581,020000000,023100000,023112000,2020-04-01,1
582,020000000,023100000,023112000,2020-04-02,1
583,020000000,023100000,023112000,2020-04-03,1
584,020000000,023100000,023112000,2020-04-04,1
585,020000000,023100000,023112000,2020-04-05,1
586,020000000,023100000,023112000,2020-04-06,1
587,020000000,023100000,023112000,2020-04-07,1
588,020000000,023100000,023112000,2020-04-08,1
589,020000000,023100000,023112000,2020-04-09,1
590,020000000,023100000,023112000,2020-04-10,1
591,020000000,023100000,023112000,2020-04-11,1
592,020000000,023100000,023112000,2020-04-12,1
593,020000000,023100000,023112000,2020-04-13,1
